index,prediction
36978,7.0 ounces
36988,50 grams
36991,180 grams
37009,1 pound
37013,0.5 grams
37021,0.9 pounds
37030,
37036,14.5 ounces
37045,1.5 pounds
37046,12.0 ounces
37057,
37090,1.4 pounds
37105,33.0 ounces
37111,0.1 grams
37114,170.0 grams
37138,0.2 kilograms
37140,0.0 grams
37147,60.0 kilograms
37150,360 grams
37155,40.0 ounces
37167,20.0 grams
37185,3.0 ounces
37198,1.07 pounds
37201,1.0 ounce
37207,25.0 pounds
37210,35.3 ounces
37211,3.5 ounces
37219,4.5 pounds
37260,30.0 ounces
37271,7.4 ounces
37278,30.0 pounds
37308,480 grams
37332,80 grams
37343,5.28 ounces
37344,16.0 ounces
37354,5.0 ounces
37379,6.0 cups
37388,750 grams
37421,12.0 ounces
37425,
37434,0.0 grams
37436,12.0 ounces
37447,11.0 ounces
37462,1.5 pounds
37479,10.7 ounces
37480,3.0 kilograms
37483,0.15 kilograms
37493,75.0 grams
37521,1.25 ounces
37534,12.0 ounces
37538,
37541,34.5 grams
37557,3.78 liters
37565,3.1 ounces
37572,
37580,
37605,5.0 pounds
37609,399.0 grams
37614,12.0 ounces
37637,20.0 grams
37638,
37643,26.0 pounds
37682,454.0 grams
37694,300 grams
37698,2.7 ounces
37699,49 grams
37710,1.73 pounds
37717,
37731,18.0 fluid ounces
37737,5.0 pounds
37741,500 grams
37756,9.0 ounces
37759,120 pounds
37789,18 grams
37798,15.0 pounds
37805,16.8 ounces
37807,500 grams
37812,
37860,1.5 kilograms
37888,
37902,14.5 ounces
37903,
37915,14.0 ounces
37921,6.6 grams
37925,100 grams
37940,200 grams
37945,1.5 pounds
37959,57.0 grams
37968,
38013,13.6 grams
38019,1000 grams
38036,
38050,1.7535 ounces
38074,100 grams
38090,36.0 ounces
38091,
38109,
38117,2.4 kilograms
38124,
38138,
38144,
38177,
38215,0.5 kilograms
38236,2.0 ounces
38239,14.0 ounces
38247,2.0 pounds
38287,0.25 ounces
38295,
38331,2.0 pounds
38332,8.2 ounces
38339,64.0 fluid ounces
38344,80 grams
38353,
38357,
38370,60.0 grams
38391,0.05 ounces
38394,16 pounds
38439,12.0 grams
38440,
38448,6.0 ounces
38455,0.1 grams
38473,
38495,
38512,1.5 pounds
38581,
38586,16.0 ounces
38602,
38604,12.0 ounces
38617,1.1 kilograms
38621,12.0 ounces
38651,55.0 pounds
38652,3.5 grams
38672,0.5 kilograms
38691,0.1 grams
38714,1.5 pounds
38725,
38729,
38735,0.0 grams
38741,
38752,13.4 ounces
38756,
38757,3.5 ounces
38773,1.75 liters
38791,1.0 kilogram
38792,
38819,4.0 fluid ounces
38830,750 milliliters
38842,250.0 grams
38853,200 grams
38867,100 grams
38902,
38905,3.4 pounds
38910,42.0 grams
38914,2.3 pounds
38920,60.0 grams
38949,0.46 kilograms
38952,500 grams
38962,1.5 ounces
38969,0.09 ounces
38973,3.0 ounces
39017,1.81 pounds
39028,
39039,1.0 ounce
39045,500 grams
39046,24.8 grams
39055,8.0 ounces
39056,120 grams
39062,12.0 ounces
39071,
39093,12.0 ounces
39101,10.0 ounces
39120,8.0 ounces
39151,3.0 pounds
39155,12.0 ounces
39172,10 grams
39173,1.0 ounce
39178,14.5 ounces
39190,16.0 fluid ounces
39195,0.0 grams
39199,
39200,5.7 kilograms
39202,14 ounces
39215,1 gallon
39271,0.1 grams
39279,221.68 ounces
39307,0.08 ounces
39348,5.0 cubic inches
39361,500 grams
39372,11.3 grams
39397,12.0 fluid ounces
39426,
39456,
39457,5.0 pounds
39481,200 grams
39501,14.0 grams
39519,
39529,2.0 kilograms
39533,10.0 grams
39545,1.5 kilograms
39554,25.32 ounces
39568,4.0 ounces
39591,500 grams
39594,
39598,1.75 ounces
39614,1.4 ounces
39617,16.0 fluid ounces
39630,12.0 ounces
39631,21.0 ounces
39634,14.0 ounces
39637,11.0 kilograms
39690,20.0 ounces
39716,150 grams
39753,2.4 ounces
39761,7.0 ounces
39774,10.5 ounces
39776,16 ounces
39780,11.16 ounces
39781,11.16 ounces
39789,35.3 ounces
39793,0.1 ounces
39809,8.45 fluid ounces
39815,100 grams
39828,0.5 kilograms
39876,33.8 fluid ounces
39894,5.00 ounces
39900,7.0 ounces
39910,1.5 ounces
39913,
39921,16.0 fluid ounces
39926,750 milliliters
39931,3.52 ounces
39937,3.7 grams
39945,5.0 ounces
39966,13.5 kilograms
39995,1.5 kilograms
40014,6.0 ounces
40023,
40025,20.0 grams
40043,8.0 ounces
40051,64.1 pounds
40052,30 pounds
40053,5.0 ounces
40054,500 grams
40066,1.97 kilograms
40073,5.0 quarts
40082,250.0 grams
40099,1.5 pounds
40112,21.0 grams
40119,9.0 ounces
40133,12.0 fluid ounces
40149,
40166,500 grams
40167,0.6504 pounds
40185,1.5 kilograms
40196,280 grams
40197,4.02 ounces
40201,
40223,
40226,14.0 ounces
40253,200 kilograms
40269,
40275,2.40 ounces
40311,
40320,16.0 ounces
40333,15.0 kilograms
40353,1.09 pounds
40365,1.0 ounce
40370,1.18 pounds
40381,
40390,0.5 kilograms
40397,8.0 pounds
40404,50.0 grams
40410,
40417,20.0 pounds
40420,113 grams
40425,
40432,2.7 pounds
40440,12.0 ounces
40443,4.1 pounds
40450,355.0 milliliters
40453,14.5 kilograms
40463,
40485,50 milliliters
40488,29.0 grams
40489,12.0 ounces
40496,340 grams
40497,2.0 pounds
40531,
40548,7.0 ounces
40549,0.2 kilograms
40628,
40629,7.0 ounces
40630,20.0 kilograms
40646,83.0 grams
40651,
40654,12.0 fluid ounces
40655,
40656,
40657,47.0 ounces
40663,1.36 kilograms
40672,46 pounds
40675,0.35 ounces
40703,1.5 kilograms
40714,50.0 grams
40726,4.3 pounds
40731,27.0 grams
40734,
40744,0.5 kilograms
40745,15.0 milliliters
40776,60 grams
40779,3.0 ounces
40788,12.0 pounds
40790,
40796,600 grams
40804,6.0 ounces
40825,24.0 grams
40832,300 grams
40867,
40877,60.0 grams
40891,12.0 ounces
40924,0.5 grams
40929,30 grams
40952,1.50 pounds
40978,
40981,2.30 ounces
40984,2.82 ounces
40988,7.72 pounds
40991,59.9 pounds
40994,0.99 pounds
40996,3.1 ounces
41000,33.0 pounds
41004,0.5 grams
41055,0.75 kilograms
41057,8.0 fluid ounces
41065,20 pounds
41072,15.0 grams
41073,0.3 kilograms
41079,2.0 ounces
41103,600 grams
41109,20.0 ounces
41116,12.0 kilograms
41142,350 grams
41143,
41164,1.5 kilograms
41166,408 grams
41179,0.38 ounces
41182,6.0 grams
41183,21 pounds
41208,20.0 ounces
41232,1.0 pound
41239,4.0 ounces
41250,12.0 ounces
41264,1000 grams
41277,
41296,42.3 pounds
41306,
41312,
41313,16 fluid ounces
41318,0.1 ounces
41321,4.0 ounces
41331,11.5 fluid ounces
41332,500 grams
41353,10.0 ounces
41366,2.34 pounds
41378,12.0 ounces
41380,12.0 ounces
41387,160.0 fluid ounces
41388,14.10 ounces
41390,1.5 kilograms
41394,12.0 ounces
41395,2.0 ounces
41401,1.6 ounces
41409,10.0 ounces
41421,20.0 ounces
41429,
41432,16 ounces
41454,4.0 ounces
41476,0.1 grams
41508,8.0 ounces
41512,5.40 grams
41517,8.0 ounces
41520,0.05 grams
41535,0.85 ounces
41540,0.71 ounces
41541,14.0 milliliters
41559,30 pounds
41568,1.0 kilogram
41573,24.0 pounds
41576,12.0 fluid ounces
41579,3.4 ounces
41594,8 fluid ounces
41600,0.5 kilograms
41613,12.5 ounces
41618,150 grams
41639,
41650,7.0 ounces
41655,1.168 pounds
41680,1.5 ounces
41686,
41689,500 grams
41692,1.0 ounce
41707,1.5 kilograms
41711,210.0 grams
41716,0.5 kilograms
41722,
41744,4.0 ounces
41746,
41747,14.0 milliliters
41760,14.0 pounds
41781,11.1 ounces
41795,
41798,1.69 pounds
41834,3.0 fluid ounces
41845,8.2 pounds
41853,
41856,0.5 kilograms
41861,
41884,16.9 fluid ounces
41886,
41891,1.5 pounds
41900,7.76 ounces
41939,0.0 grams
41951,0.25 pounds
41965,11.5 ounces
41990,14.0 ounces
42011,40.0 pounds
42017,
42026,8.0 fluid ounces
42043,25.0 grams
42054,0.5 kilograms
42070,0.5 ounces
42078,12.0 kilograms
42081,15.0 ounces
42084,8.6 ounces
42092,8.4 pounds
42099,1900 grams
42108,2.2 pounds
42109,3.0 milliliters
42161,12.0 ounces
42165,43.0 grams
42202,
42215,14.0 ounces
42242,1.2 kilograms
42247,12.0 fluid ounces
42263,62.0 grams
42266,13.9 grams
42271,9.5 ounces
42288,0.0 grams
42289,
42295,
42323,0.01 ounces
42325,3.5 kilograms
42328,
42342,340.0 milliliters
42361,0.04 pounds
42365,
42369,9.8 kilograms
42375,0.1 ounces
42381,0.39 pounds
42384,0.5 kilograms
42390,
42399,
42437,2.7 kilograms
42478,
42479,33.8 fluid ounces
42494,59.0 pounds
42499,5.0 pounds
42502,9.0 ounces
42507,
42532,32.0 fluid ounces
42535,8.0 ounces
42543,16.3 kilograms
42546,2.1 ounces
42551,3.0 ounces
42557,28.0 ounces
42562,12.0 kilograms
42578,1.75 liters
42582,
42584,12.0 fluid ounces
42594,
42603,
42605,
42609,1.0 gallon
42613,
42616,1.5 pounds
42623,
42630,12.0 grams
42637,2.2 kilograms
42661,
42709,21 pounds
42715,1.1 pounds
42725,1.0 liter
42736,
42737,
42764,7.5 ounces
42781,12.0 ounces
42784,
42795,200 grams
42828,0.5 pounds
42830,2.0 fluid ounces
42835,13.8 pounds
42846,1.2 kilograms
42895,18.3 ounces
42949,10.0 grams
42955,
42957,0.5 ounces
42966,23 pounds
42980,6 ounces
42984,5.0 ounces
42989,65 grams
43003,0.5 ounces
43004,16.0 fluid ounces
43031,8.0 ounces
43032,1.5 kilograms
43052,24.0 grams
43076,12.0 ounces
43097,14.0 ounces
43103,1.5 kilograms
43109,130 grams
43114,1.0 pound
43140,
43157,
43168,1.0 liter
43185,60.0 pounds
43199,
43202,10 grams
43204,2.5 ounces
43222,0.5 pounds
43232,55.0 pounds
43235,16.9 fluid ounces
43246,4.3 kilograms
43263,84.0 fluid ounces
43272,200 grams
43284,93.7 pounds
43286,1.5 kilograms
43290,100 grams
43291,1.5 kilograms
43307,
43321,1.5 kilograms
43332,7.0 ounces
43335,
43336,8.0 ounces
43341,0.5 kilograms
43359,10.0 ounces
43363,0.99 ounces
43384,6.5 fluid ounces
43389,3.3 pounds
43397,1.5 kilograms
43404,330 milliliters
43414,2396 grams
43415,
43424,0.5 kilograms
43435,1.0 ounce
43436,40.0 ounces
43451,20.0 grams
43462,12.0 fluid ounces
43465,0.1 ounces
43468,
43489,0.794 kilograms
43490,
43509,4.0 ounces
43515,0.71 ounces
43535,
43539,
43552,0.5 grams
43561,6.25 ounces
43563,3.5 pounds
43597,382.0 grams
43599,4.4 ounces
43645,1.6 kilograms
43680,12.0 ounces
43684,
43714,16.0 ounces
43722,15.0 ounces
43728,12.0 ounces
43744,1.68 ounces
43754,4.0 ounces
43756,1.95 pounds
43759,0.4 kilograms
43779,
43783,0.4 kilograms
43806,
43807,32.0 fluid ounces
43817,500 pounds
43838,5.0 pounds
43839,12.0 ounces
43845,130 grams
43850,12.0 ounces
43857,0.5 kilograms
43864,
43872,30 milliliters
43913,1.01 pounds
43914,12.0 ounces
43917,32.0 fluid ounces
43923,
43929,7.0 ounces
43937,5.0 kilograms
43939,
43946,5.5 kilograms
43957,3.0 ounces
43968,12.0 fluid ounces
43981,0.5 kilograms
43997,3.4 fluid ounces
44003,
44009,2.0 ounces
44035,3600 pounds
44038,0.5 ounces
44042,6.0 ounces
44060,5.4 pounds
44079,
44092,8.2 grams
44096,8.0 fluid ounces
44107,
44111,
44129,3.6 pounds
44137,28.0 ounces
44139,97.0 pounds
44153,27.0 ounces
44172,6.0 ounces
44177,10.8 kilograms
44190,30 grams
44192,120 grams
44199,12.0 fluid ounces
44204,100 grams
44212,400.0 grams
44219,1.0 pound
44237,4.0 ounces
44245,500 milligrams
44288,12.0 grams
44302,300 grams
44316,8.0 pounds
44321,148 grams
44323,4.0 ounces
44324,226.7 grams
44352,60.0 kilograms
44358,7.0 ounces
44365,
44397,
44398,
44399,6.7 ounces
44410,1.7 pounds
44424,10.3 kilograms
44428,279 grams
44434,
44437,10.0 grams
44446,50.0 grams
44447,4.0 ounces
44449,12.0 ounces
44452,0.5 kilograms
44462,150 kilograms
44465,30.0 ounces
44466,567.0 grams
44502,
44505,10.0 ounces
44513,2.5 pounds
44535,11.5 fluid ounces
44542,
44555,
44560,1.75 liters
44561,0.1 pounds
44569,
44573,500 grams
44580,12.0 ounces
44581,
44595,8.5 pounds
44596,1.5 kilograms
44603,35.0 grams
44611,8.3 fluid ounces
44612,2.6 ounces
44613,5.3 ounces
44615,11.5 fluid ounces
44616,12.0 ounces
44644,
44646,6.15 pounds
44665,
44670,12.0 ounces
44679,8.8 ounces
44685,0.8 kilograms
44690,
44705,8.0 ounces
44711,2.0 fluid ounces
44712,0.5 ounces
44718,7.0 ounces
44735,1.5 pounds
44756,
44774,5.9 pounds
44778,0.7 kilograms
44797,1.5 kilograms
44800,24 pounds
44801,850 grams
44808,23.0 pounds
44812,14.0 fluid ounces
44814,1.5 kilograms
44858,15.0 pounds
44866,
44886,12.0 ounces
44888,1.5 pounds
44895,4.0 pounds
44915,
44929,
44949,12.0 ounces
44950,20.0 pounds
44960,16.0 ounces
44961,24.0 grams
44962,0.90 ounces
44980,0.35 ounces
44993,8.0 ounces
45002,27.0 ounces
45035,6.0 ounces
45045,0.3 kilograms
45055,28.0 pounds
45093,454.0 grams
45118,100 grams
45127,0.9 grams
45144,5.68 pounds
45179,10.0 ounces
45203,2.6 liters
45212,
45262,1.5 ounces
45263,27.0 ounces
45271,1.2 pounds
45272,
45273,2.5 ounces
45282,1.5 pounds
45291,4.73 liters
45316,0.0 grams
45336,0.0 grams
45364,3.5 pounds
45368,
45371,6.8 ounces
45378,5.0 ounces
45379,
45382,8.0 fluid ounces
45386,5.0 ounces
45389,0.1 grams
45392,55.0 pounds
45395,13.12 ounces
45407,2.2 pounds
45408,
45424,15.0 ounces
45454,1.0 pound
45503,
45507,97.0 grams
45514,14.0 grams
45525,
45537,2.5 kilograms
45538,17.0 ounces
45555,6.0 pounds
45558,
45573,8.64 pounds
45595,7.0 ounces
45599,10.0 ounces
45607,
45608,61 pounds
45614,0.5 ounces
45625,
45633,120.0 milliliters
45635,
45640,
45646,12.0 ounces
45671,50.0 grams
45690,0.5 pounds
45693,50.0 pounds
45725,4.2 ounces
45735,300 grams
45738,8.0 ounces
45747,0.5 kilograms
45765,10.0 milliliters
45769,4.0 ounces
45777,
45794,40 grams
45818,
45825,28.2 pounds
45830,
45855,84 pounds
45861,0.1 ounces
45872,2.0 ounces
45873,1.5 kilograms
45880,690 grams
45888,6.0 ounces
45906,300.0 ounces
45913,4.6 ounces
45920,
45922,10.0 pounds
45931,2.6 ounces
45947,1.5 ounces
45950,11.0 ounces
45974,0.8 kilograms
45976,9.0 kilograms
45982,18.0 milliliters
45987,0.5 kilograms
45997,50.0 grams
46001,1.5 kilograms
46003,460 grams
46006,
46018,0.5 kilograms
46038,250 milliliters
46051,
46103,
46107,1.5 kilograms
46114,
46128,3.0 kilograms
46149,0.0 ounces
46154,4.5 ounces
46155,19.0 grams
46170,23.0 ounces
46173,5.0 kilograms
46178,12.0 ounces
46181,15.0 milliliters
46197,
46205,0.5 kilograms
46237,
46241,2.1 ounces
46271,0.5 grams
46272,8.0 ounces
46282,1.2 kilograms
46289,8.0 fluid ounces
46290,770 grams
46293,
46295,500 grams
46298,1.6 pounds
46299,38.0 pounds
46308,16 fluid ounces
46316,2.0 fluid ounces
46317,1.5 pounds
46324,1.3 ounces
46344,17.0 ounces
46354,0.42 pounds
46362,8.0 ounces
46375,4.7 ounces
46385,
46386,24.0 ounces
46402,10.0 milliliters
46408,9.8 pounds
46409,
46411,
46412,
46414,3.0 pounds
46415,
46420,
46425,100 grams
46437,220 grams
46438,100 grams
46442,
46473,42.52 grams
46474,6.0 ounces
46505,8.0 ounces
46506,500 grams
46508,3.4 ounces
46516,3.5 pounds
46544,8.5 ounces
46552,12.0 fluid ounces
46577,
46586,750 milliliters
46587,
46600,5.0 kilograms
46612,1.5 kilograms
46613,12.0 ounces
46640,0.5 kilograms
46653,55 pounds
46660,22.0 ounces
46662,
46668,10.0 pounds
46673,272.0 grams
46675,32.0 grams
46690,1040.0 milliliters
46691,32.0 fluid ounces
46706,21.16 ounces
46710,5.2 pounds
46724,14.6 grams
46725,4.0 ounces
46729,11.0 ounces
46732,10.5 ounces
46737,28.0 ounces
46740,
46750,
46771,150 kilograms
46772,30.0 grams
46784,187 grams
46789,17.0 ounces
46791,8.0 ounces
46794,8.12 ounces
46806,1.0 fluid ounce
46820,12.0 grams
46835,0.9 pounds
46845,6.3 ounces
46857,10.7 ounces
46872,4.5 pounds
46887,60.0 fluid ounces
46895,500 grams
46900,16 ounces
46908,500 grams
46910,4.0 ounces
46913,2.2 pounds
46960,220.0 pounds
46961,0.5 kilograms
46966,378 grams
46969,
46983,155 grams
46996,1.6 kilograms
47010,12.5 kilograms
47017,
47030,8.25 ounces
47033,1.4 kilograms
47048,
47061,60.0 grams
47062,110.0 ounces
47088,5.3 ounces
47101,1.5 kilograms
47104,28.3 grams
47108,57.5 kilograms
47120,10.0 ounces
47126,9.5 kilograms
47146,1.0 pound
47152,17.3 ounces
47156,20.0 grams
47177,0.8 kilograms
47192,12.0 ounces
47193,250 milliliters
47196,176.0 pounds
47199,59.0 grams
47210,0.7 ounces
47220,300 grams
47277,5.0 kilograms
47286,950.0 grams
47297,285 grams
47312,3.0 ounces
47327,100 milliliters
47330,130 grams
47332,2.54 ounces
47353,
47357,128 fluid ounces
47372,
47385,120 grams
47387,4.0 pounds
47407,
47435,7.0 grams
47446,3.4 ounces
47449,250 milliliters
47460,
47471,
47474,50.0 kilograms
47482,12.0 ounces
47487,1.5 ounces
47488,
47492,2.0 liters
47499,
47504,8.0 grams
47512,1.0 ounce
47544,
47571,30 pounds
47580,5.5 pounds
47609,513.0 grams
47616,
47617,
47634,12.0 grams
47641,15.25 ounces
47644,10.0 ounces
47648,350.0 grams
47650,1.5 kilograms
47655,1.5 kilograms
47667,
47668,12.0 pounds
47680,14.81 ounces
47701,0.32 ounces
47705,72.0 grams
47713,500 grams
47714,2.3 kilograms
47733,5.5 kilograms
47779,22.5 ounces
47784,2.8 kilograms
47803,15.0 grams
47816,500 grams
47829,5.86 ounces
47878,7.5 ounces
47890,450 grams
47892,27.0 grams
47893,1.5 pounds
47900,10.0 ounces
47901,
47913,
47922,1.44 ounces
47931,0.1 grams
47957,1.0 pound
47972,51 pounds
47986,320 grams
47987,450 grams
48010,1.5 kilograms
48016,12.0 ounces
48030,4.11 fluid ounces
48033,6.0 ounces
48040,16.0 ounces
48057,150.0 grams
48073,8.0 ounces
48087,10.0 grams
48094,22.5 pounds
48099,32.0 fluid ounces
48100,1.0 gram
48101,
48104,12.0 ounces
48113,1 gallon
48135,1.9 pounds
48137,1.8 grams
48142,32.0 fluid ounces
48171,8.75 ounces
48177,200 grams
48180,
48181,
48185,
48192,8.0 ounces
48207,55 pounds
48208,3.0 ounces
48234,1.5 fluid ounces
48242,8.07 ounces
48263,55.0 pounds
48266,155 grams
48275,
48287,93.7 pounds
48288,
48290,11.0 ounces
48300,1.0 ounce
48302,1.06 ounces
48339,33.8 fluid ounces
48342,422.0 grams
48346,6.0 ounces
48396,17.0 fluid ounces
48408,27.0 ounces
48420,2.15 ounces
48421,10.0 ounces
48428,0.0 grams
48431,
48434,
48436,14.0 fluid ounces
48438,
48439,15 fluid ounces
48441,4.0 ounces
48442,10.0 kilograms
48455,0.8 ounces
48478,68.0 pounds
48488,10.5 fluid ounces
48491,2.64 ounces
48499,11.15 fluid ounces
48527,500 milliliters
48534,290 milliliters
48535,14.0 milliliters
48546,14.0 fluid ounces
48588,1.5 pounds
48603,0.04 kilograms
48609,5.0 pounds
48610,0.50 ounces
48612,12.0 ounces
48613,8.0 ounces
48631,5.9 pounds
48637,1.5 pounds
48641,1.0 ounce
48642,
48648,11.0 pounds
48649,60 milliliters
48660,1.5 pounds
48705,7.27 pounds
48715,5.0 ounces
48722,0.5 grams
48728,5000.0 grams
48740,0.5 kilograms
48742,30.0 grams
48747,5.0 ounces
48748,5.0 ounces
48749,94.5 pounds
48760,2.5 grams
48761,8.4 fluid ounces
48764,
48765,100 grams
48770,1.5 pounds
48777,
48779,17.0 ounces
48780,
48781,14.5 pounds
48793,0.5 grams
48803,1.1 kilograms
48807,20.0 grams
48815,400 grams
48817,12.0 ounces
48819,0.9 pounds
48822,100.0 grams
48841,10.5 pounds
48842,2.6 pounds
48843,105 grams
48855,70.0 grams
48856,1.0 pound
48865,1.5 kilograms
48882,29.0 pounds
48887,55.0 pounds
48913,15.0 ounces
48922,3.0 grams
48959,5.0 pounds
48963,8.0 ounces
48985,26.0 ounces
49007,1.5 kilograms
49033,1.94 pounds
49057,300 grams
49074,11.1 fluid ounces
49085,
49097,12.0 ounces
49098,1.0 kilogram
49105,110.0 pounds
49113,4.0 ounces
49127,
49141,3.1 pounds
49143,0.68 kilograms
49145,42.0 grams
49154,17.0 ounces
49166,1.0 kilogram
49167,763 grams
49177,1.5 pounds
49179,4.5 ounces
49192,28.5 grams
49215,43.0 grams
49225,8.4 fluid ounces
49231,3.5 ounces
49249,13.6 pounds
49252,3.5 pounds
49254,22.0 grams
49276,32.0 pounds
49289,5.5 pounds
49293,
49306,1.0 pound
49310,750 milliliters
49316,
49341,22.7 pounds
49344,12.0 fluid ounces
49362,3.73 kilograms
49373,1.7 kilograms
49402,175 kilograms
49412,4.84 fluid ounces
49416,
49423,0.488 pounds
49430,250 grams
49449,5.0 pounds
49452,1.5 kilograms
49457,100 grams
49478,3.25 ounces
49518,610 grams
49529,1.4 ounces
49537,59.0 pounds
49558,5.0 pounds
49572,8.0 ounces
49580,1.5 pounds
49623,24 pounds
49645,4.0 fluid ounces
49653,
49655,
49669,3.5 pounds
49693,1.2 kilograms
49709,12.0 pounds
49711,32.0 ounces
49769,32.0 fluid ounces
49780,1.0 gallon
49784,
49791,71.8 pounds
49815,14.3 ounces
49862,3.0 ounces
49872,1.4 ounces
49888,1.0 ounce
49923,760 grams
49931,168.0 fluid ounces
49935,2.0 pounds
49937,8.0 ounces
49956,165 grams
49968,12.0 ounces
50004,8 ounces
50013,
50020,
50025,8.5 grams
50033,1.57 pounds
50048,
50060,1.5 kilograms
50075,8.0 ounces
50086,12.5 ounces
50089,0.5 ounces
50094,59.0 pounds
50097,11.8 fluid ounces
50139,500.0 milliliters
50152,15.0 pounds
50164,2.9 pounds
50165,
50208,
50212,14.3 pounds
50215,1.5 pounds
50224,1.5 kilograms
50226,230 grams
50227,180 grams
50233,6.5 ounces
50254,10.0 pounds
50258,6.17 ounces
50263,43.7 kilograms
50286,4.0 pounds
50290,1.5 kilograms
50291,1.2 kilograms
50307,11.3 kilograms
50311,3.0 quarts
50338,4.0 fluid ounces
50341,500 grams
50347,6.9 ounces
50351,
50360,10.56 ounces
50362,1.0 kilogram
50385,
50392,16.0 ounces
50422,0.1 grams
50437,
50460,3.5 ounces
50464,1.8 kilograms
50483,8.0 ounces
50486,80.0 pounds
50490,100 milliliters
50498,1.64 pounds
50512,120.0 ounces
50523,0.15 kilograms
50538,1.69 ounces
50553,9.0 ounces
50570,15.0 pounds
50580,20 grams
50596,6.5 ounces
50600,1.0 pound
50611,0.16 kilograms
50630,12.0 fluid ounces
50682,1.0 pound
50693,
50731,102 pounds
50751,0.32 ounces
50780,298 grams
50783,1.5 pounds
50791,4.0 ounces
50798,
50848,
50856,17.15 pounds
50857,8.0 ounces
50873,40.0 pounds
50886,1.5 kilograms
50889,7.0 ounces
50893,1.5 pounds
50897,
50902,11.5 kilograms
50915,24 pounds
50940,12.0 liters
50943,5.0 ounces
50954,480 grams
50961,23.0 grams
50968,8.0 grams
50976,12.5 ounces
50977,1.5 pounds
50985,12 ounces
50986,0.09 ounces
50987,
50993,
51062,946.0 fluid ounces
51086,8.0 fluid ounces
51093,120.0 grams
51095,12.5 ounces
51101,1200 grams
51115,
51125,5.2 ounces
51126,16.0 fluid ounces
51127,100.0 grams
51145,12.0 ounces
51149,
51158,
51163,8.0 ounces
51165,12.0 ounces
51172,
51186,4.5 kilograms
51192,2.8 ounces
51199,1.5 pounds
51201,2.0 ounces
51226,14.0 ounces
51256,
51258,1.5 kilograms
51271,8.0 ounces
51283,1.0 quart
51295,32.0 fluid ounces
51300,0.5 kilograms
51307,
51318,8.0 ounces
51320,8.4 fluid ounces
51326,
51328,2.98 pounds
51330,2.01 pounds
51337,12.0 fluid ounces
51345,45 grams
51376,60 milliliters
51377,5.5 ounces
51380,1.5 pounds
51403,12.0 ounces
51409,32.0 ounces
51419,2.9 pounds
51436,0.71 kilograms
51437,3.0 ounces
51440,21.83 pounds
51454,
51457,25.0 ounces
51459,1.5 kilograms
51481,0.12 ounces
51488,160.0 fluid ounces
51490,5.0 ounces
51523,1.8 ounces
51525,6.0 kilograms
51529,
51536,1.0 ounce
51537,4.2 fluid ounces
51544,4.0 ounces
51549,1.4 kilograms
51612,84 grams
51620,58.0 grams
